jobPodName,dataParallelism,executorCore,learningRate,batchSize,run,comments
trainjob-cfb6debd-d5cd-4c37-86b0-c380130da06c-master-0   1/1     Running   0          8s,2,1000m,0.01,256,2,
trainjob-3e0f7248-ebac-481f-97e4-5b3a26f7a6f8-master-0   1/1     Running   0          6s,2,1000m,0.01,256,3,
trainjob-b5b07586-f9fa-4bfd-a5d2-4b0c98651e4b-master-0   1/1     Running           0          6s,2,1000m,0.01,512,1,
trainjob-3db5ac9c-2dc6-4d6f-904a-dd22f400442a-master-0   1/1     Running    0          5s,2,1000m,0.01,512,2,
trainjob-dc6623a9-b641-4284-9485-c3112ef9ae23-master-0   1/1     Running   0          5s,2,1000m,0.01,512,3,
trainjob-385ff6c4-766f-466d-b4b5-2160dab95c4c-master-0   1/1     Running           0          5s,2,1000m,0.02,128,1,
trainjob-d9ed9a8b-c506-4ea3-88bc-afbe81d0d097-master-0   1/1     Running   0          6s,2,1000m,0.02,128,2,
trainjob-b7d67c70-6db3-43e1-90c2-c01ba46b1077-master-0   1/1     Running    0          5s,2,1000m,0.02,128,3,
trainjob-9f503d7a-76d0-44d3-952e-e5e0b3e1e73e-master-0   1/1     Running           0          6s,2,1000m,0.02,256,1,
trainjob-522dd81d-4e0c-41f0-ba54-5e03ee0eeceb-master-0   1/1     Running   0          7s,2,1000m,0.02,256,2,
trainjob-3a8c4bf1-66d2-4a55-ae35-ee8d68364df4-master-0   1/1     Running   0          5s,2,1000m,0.02,256,3,
trainjob-563bb293-9715-4778-9ef5-9d4c5ae9082f-master-0   1/1     Running           0          6s,2,1000m,0.02,512,1,
trainjob-95f2d539-a111-4b37-9ec3-6a18ec59b5f5-master-0   1/1     Running   0          8s,2,1000m,0.02,512,2,
trainjob-4e3e1647-363b-4762-a561-f6b5f15831bb-master-0   1/1     Running   0          6s,2,1000m,0.02,512,3,
trainjob-a4c48db8-750b-41d5-b346-1bb7125da409-master-0   1/1     Running           0          7s,2,1000m,0.04,128,1,
trainjob-6104cda5-0ade-4d3d-8c08-2124101697d3-master-0   1/1     Running   0          6s,2,1000m,0.04,128,2,
trainjob-3c89c1d1-1eec-40eb-a164-155dad59f00f-master-0   1/1     Running   0          5s,2,1000m,0.04,128,3,
trainjob-97ccba68-2636-4040-8ec0-24616ea05b5c-master-0   1/1     Running   0          8s,2,1000m,0.04,256,1,
trainjob-a30eda06-17c3-4eb1-a1a1-013ed8554d43-master-0   1/1     Running           0          7s,2,1000m,0.04,256,2,
trainjob-e33442b2-a65f-4469-a458-dbff8533031c-master-0   1/1     Running    0          5s,2,1000m,0.04,256,3,
trainjob-3e170dd7-5f39-4166-9eea-277a206501d3-master-0   1/1     Running           0          6s,2,1000m,0.04,512,1,
trainjob-4d388c47-7716-4556-8b72-27a578bab68b-master-0   1/1     Running           0          7s,2,1000m,0.04,512,2,
trainjob-95c3a0c7-5687-461f-9e35-9276734a70fc-master-0   1/1     Running   0          5s,2,1000m,0.04,512,3,
trainjob-6044083f-0d6d-406d-9d5e-4457673710fc-master-0   1/1     Running   0          6s,1,1250m,0.01,128,1,
trainjob-7d02940a-2f7d-4532-ad0e-06defc8a4ed0-master-0   1/1     Running   0          8s,1,1250m,0.01,128,2,
trainjob-42b603b7-5099-460c-bbb6-640161894460-master-0   1/1     Running   0          5s,1,1250m,0.01,128,3,
trainjob-017574fc-2634-4bc5-a787-2d8dda381825-master-0   1/1     Running   0          6s,1,1250m,0.01,256,1,
trainjob-89c61462-f798-44e5-ba3b-ae2ade184d49-master-0   1/1     Running   0          7s,1,1250m,0.01,256,2,
trainjob-91ae7359-edf2-4345-9289-8659427eb837-master-0   1/1     Running   0          5s,1,1250m,0.01,256,3,
trainjob-15d2b5b0-2042-4b35-ae1c-0272e2c34a2c-master-0   1/1     Running   0          8s,1,1250m,0.01,512,1,
trainjob-c1685f83-3f76-4f04-b7b4-bb4539c7ad6d-master-0   1/1     Running   0          5s,1,1250m,0.01,512,2,
trainjob-05b6d9e3-5161-42b0-9d62-f38b61a9ccbd-master-0   1/1     Running   0          5s,1,1250m,0.01,512,3,
trainjob-13c416bf-9408-461e-ac3b-d0962bc60ec0-master-0   1/1     Running   0          6s,1,1250m,0.02,128,1,
trainjob-168114f0-6a30-4db7-9308-2cceb69afdf5-master-0   1/1     Running   0          6s,1,1250m,0.02,128,2,
trainjob-6f88ec50-30e1-48e0-b4fb-b83934aff781-master-0   1/1     Running   0          7s,1,1250m,0.02,128,3,
trainjob-af6c9102-2e04-484c-9dc8-5833a8dfd853-master-0   1/1     Running   0          7s,1,1250m,0.02,256,1,
trainjob-f737c159-6c55-4530-8a9e-b83ba0e381d1-master-0   1/1     Running   0          7s,1,1250m,0.02,256,2,
trainjob-1b33a0ef-e633-4433-a913-f189e0eb7b6f-master-0   1/1     Running   0          8s,1,1250m,0.02,256,3,
trainjob-9fe7eadb-45d3-42df-9ed7-6c63247e50be-master-0   1/1     Running   0          6s,1,1250m,0.02,512,1,
trainjob-8ea8fbb8-0dad-4257-b8ff-4c9f982d535b-master-0   1/1     Running   0          9s,1,1250m,0.02,512,2,
trainjob-7b408d08-0173-47d1-9f86-60519e2c449d-master-0   1/1     Running   0          7s,1,1250m,0.02,512,3,
trainjob-a0708bd7-2287-49d0-bda6-eba6257896e6-master-0   1/1     Running   0          8s,1,1250m,0.04,128,1,
trainjob-a2ccb962-b16b-46bd-8d21-31f199deedc9-master-0   1/1     Running   0          6s,1,1250m,0.04,128,2,
trainjob-991ceba7-4e73-4293-b67d-ba0a8d851b7b-master-0   1/1     Running   0          5s,1,1250m,0.04,128,3,
trainjob-73e0532f-a79a-4196-9556-b69c3ac53a8d-master-0   1/1     Running   0          6s,1,1250m,0.04,256,1,
trainjob-ddc09bca-4e05-4b1e-b6c5-f83254de8ef6-master-0   1/1     Running   0          5s,1,1250m,0.04,256,2,
trainjob-7098aadc-bcd9-4910-9242-3b61da25fbf7-master-0   1/1     Running   0          8s,1,1250m,0.04,256,3,
trainjob-6684af52-e2ba-4829-8a6d-af60d891358a-master-0   1/1     Running   0          8s,1,1250m,0.04,512,1,
trainjob-f21f2f1c-5500-4883-8863-02dfc4528cce-master-0   1/1     Running   0          6s,1,1250m,0.04,512,2,
trainjob-757d6814-a3d8-45da-bd0b-5641af531684-master-0   1/1     Running   0          5s,1,1250m,0.04,512,3,
trainjob-e63d63c8-14ba-48c6-9d0f-fe2d8805de6d-master-0   1/1     Running   0          8s,1,1125m,0.01,128,1,
trainjob-0bd10ea3-5c97-440f-9801-ad16421ef1c9-master-0   1/1     Running   0          5s,1,1125m,0.01,128,2,
trainjob-44c34175-f96a-41f3-83b2-bcd1480a64d1-master-0   1/1     Running   0          5s,1,1125m,0.01,128,3,
trainjob-382b74f7-a1a0-464d-ba3c-95998af57b81-master-0   1/1     Running   0          6s,1,1125m,0.01,256,1,
trainjob-489ba861-fdc3-4b0e-8220-d13402b8f36e-master-0   1/1     Running   0          7s,1,1125m,0.01,256,2,
trainjob-2f50619b-ff24-4eb9-8f0b-3ae7ce31f64f-master-0   1/1     Running   0          6s,1,1125m,0.01,256,3,
trainjob-102fcb59-9722-4dc3-83cd-058afb3e9a43-master-0   1/1     Running   0          5s,1,1125m,0.01,512,1,
trainjob-d7ef2499-e995-4ae8-b2f4-81794990c06b-master-0   1/1     Running   0          7s,1,1125m,0.01,512,2,
trainjob-4f513e94-3f50-45e4-82d1-d1beaa129d98-master-0   1/1     Running   0          7s,1,1125m,0.01,512,3,
trainjob-3b092e2e-ddd8-4943-b192-e7f1a76bd3d1-master-0   1/1     Running   0          6s,1,1125m,0.02,128,1,
trainjob-c8c78f57-1c87-4ae3-8aa4-a8d35b0d4ad1-master-0   1/1     Running   0          5s,1,1125m,0.02,128,2,
trainjob-0b970212-98e5-4e2c-b2c3-aaaefb020823-master-0   1/1     Running   0          5s,1,1125m,0.02,128,3,
trainjob-ae450ab2-7b77-48fc-b438-c85eac614f90-master-0   1/1     Running   0          8s,1,1125m,0.02,256,1,
trainjob-56c80e2e-fd52-461a-a246-adb631b08bbd-master-0   1/1     Running   0          5s,1,1125m,0.02,256,2,
trainjob-6a4eee92-f536-4539-8264-92c0f7a21f26-master-0   1/1     Running   0          7s,1,1125m,0.02,256,3,
trainjob-90bfb397-9a55-4b23-bf4b-c999fb413eec-master-0   1/1     Running   0          6s,1,1125m,0.02,512,1,
trainjob-73422d30-b3af-48dd-8a97-819095d8e2ad-master-0   1/1     Running   0          7s,1,1125m,0.02,512,2,
trainjob-6110ecc5-e609-495c-a44f-7eb73cb6a2b4-master-0   1/1     Running   0          7s,1,1125m,0.02,512,3,
trainjob-4e8e715f-ddf8-447b-9014-32cbad32e7a0-master-0   1/1     Running   0          7s,1,1125m,0.04,128,1,
trainjob-137dc3da-8fe0-430c-bea2-eea07077090e-master-0   1/1     Running   0          7s,1,1125m,0.04,128,2,
trainjob-a6701683-7a2a-45d2-bc76-3fd03528b4d3-master-0   1/1     Running   0          5s,1,1125m,0.04,128,3,
trainjob-1126a417-8d59-43ee-b379-6ff7c683397f-master-0   1/1     Running   0          6s,1,1125m,0.04,256,1,
trainjob-9efbbed1-d18a-41bf-b5fe-d618349ebba5-master-0   1/1     Running   0          8s,1,1125m,0.04,256,2,
trainjob-0814ae27-2a08-49af-a52d-2a414cab6314-master-0   1/1     Running   0          7s,1,1125m,0.04,256,3,
trainjob-f77d21f9-677f-4081-afd0-50169551149e-master-0   1/1     Running   0          6s,1,1125m,0.04,512,1,
trainjob-7b2468eb-0b7e-4157-b6d7-d0c5b3ea6795-master-0   1/1     Running   0          5s,1,1125m,0.04,512,2,
trainjob-0fdd3175-2668-45af-bff3-0c5820b96fb3-master-0   1/1     Running   0          5s,1,1125m,0.04,512,3,
trainjob-3d1dcbb3-8223-45bb-9fc8-58c330765269-master-0   1/1     Running   0          5s,1,1000m,0.01,128,1,
trainjob-7ddbc78c-4139-4118-ac2b-350c1bd49da7-master-0   1/1     Running   0          7s,1,1000m,0.01,128,2,
trainjob-2f847101-e1de-4171-8f48-0e929da8a8cf-master-0   1/1     Running   0          6s,1,1000m,0.01,128,3,
trainjob-839a685c-d391-49e0-9c9f-66b9470c6fd1-master-0   1/1     Running   0          7s,1,1000m,0.01,256,1,
trainjob-ae5be157-b49c-45e0-8801-642b38247900-master-0   1/1     Running   0          6s,1,1000m,0.01,256,2,
trainjob-6d329490-9709-40e1-994b-b4d8ef2d01d1-master-0   1/1     Running   0          7s,1,1000m,0.01,256,3,
trainjob-4e9ed85a-d964-4ea5-8452-9ca5e24a5573-master-0   1/1     Running   0          6s,1,1000m,0.01,512,1,
trainjob-d0210855-0fa7-4e1e-b1ea-12f14346172c-master-0   1/1     Running   0          8s,1,1000m,0.01,512,2,
trainjob-699c2df2-c0dd-478f-9762-48c515a20d10-master-0   1/1     Running   0          7s,1,1000m,0.01,512,3,
trainjob-72a17b19-3a5c-4b87-b87a-6285a1e6d9fc-master-0   1/1     Running   0          6s,1,1000m,0.02,128,1,
trainjob-f781fe0d-d684-4990-adda-616394c22353-master-0   1/1     Running   0          8s,1,1000m,0.02,128,2,
trainjob-544323ad-22f1-43fc-b6c2-423457e1eb1b-master-0   1/1     Running   0          5s,1,1000m,0.02,128,3,
trainjob-64cf89e7-3689-4b0b-915e-7fcbd8a06eea-master-0   1/1     Running   0          7s,1,1000m,0.02,256,1,
trainjob-2a28b399-4ea1-40e6-9b96-baecb3c55535-master-0   1/1     Running   0          7s,1,1000m,0.02,256,2,
trainjob-19cb8cdd-1b9b-40dd-a18f-3580b8762d07-master-0   1/1     Running   0          7s,1,1000m,0.02,256,3,
trainjob-80213ea0-ee6e-4317-b068-b5b1c9ca11d1-master-0   1/1     Running   0          7s,1,1000m,0.02,512,1,
trainjob-195884a8-102b-4d1e-91f6-7aecc4dc0ddb-master-0   1/1     Running   0          6s,1,1000m,0.02,512,2,
trainjob-810319aa-bb73-4c2a-912a-17e531f00f34-master-0   1/1     Running   0          8s,1,1000m,0.02,512,3,
trainjob-8ef91ae7-0ccf-48c9-bf40-17a154c0108d-master-0   1/1     Running   0          8s,1,1000m,0.04,128,1,
trainjob-4d4ae6f0-9caa-4ffb-99ca-060aeaeb07b4-master-0   1/1     Running   0          7s,1,1000m,0.04,128,2,
trainjob-6259cdc6-745a-460b-be3c-23a5a85f8f0c-master-0   1/1     Running   0          7s,1,1000m,0.04,128,3,
trainjob-3b4b9367-f859-4cc9-8703-e4d3596757ba-master-0   1/1     Running   0          6s,1,1000m,0.04,256,1,
trainjob-54df3d8f-faa7-47d8-a4a2-5e1ce5ed6ee7-master-0   1/1     Running   0          8s,1,1000m,0.04,256,2,
trainjob-374f6add-8801-4aaa-b623-f9906c8ea7e1-master-0   1/1     Running   0          7s,1,1000m,0.04,256,3,
trainjob-edb16b4f-3c07-4742-8a9d-56ec0eda3296-master-0   1/1     Running   0          5s,1,1000m,0.04,512,1,
trainjob-967c44c1-9de7-46ba-9d7c-c9391aa9fd98-master-0   1/1     Running   0          5s,1,1000m,0.04,512,2,
trainjob-43eaf17d-c4c7-4d66-b5cf-de5846e82584-master-0   1/1     Running   0          5s,1,1000m,0.04,512,3,
